"lang"
{
	"Language"		"English"
"DOTA_Tooltip_Ability_item_custom_butterfly_Lore"                     "Only the mightiest and most experienced of warriors can wield the Butterfly, but it provides incredible dexterity in combat."
"DOTA_Tooltip_Ability_item_custom_butterfly_Note0"                    "Stacks diminishingly with other sources of Evasion."
"DOTA_Tooltip_Ability_item_custom_butterfly_bonus_agility"            "+$agi"
"DOTA_Tooltip_Ability_item_custom_butterfly_bonus_damage"             "+$damage"
"DOTA_Tooltip_Ability_item_custom_butterfly_bonus_evasion"            "%+$evasion"
"DOTA_Tooltip_Ability_item_custom_butterfly_bonus_attack_speed"       "+$attack"

"DOTA_Tooltip_modifier_item_custom_butterfly_active"                  "Flutter"
"DOTA_Tooltip_modifier_item_custom_butterfly_active_Description"      "%dMODIFIER_PROPERTY_EVASION_CONSTANT%%% evasion and %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% bonus movement speed."
//==================================================================
// Devastator
//==================================================================

"DOTA_Tooltip_Ability_item_devastator"                                     "Devastator"
"DOTA_Tooltip_Ability_item_recipe_devastator"                              "Devastator Recipe"
"DOTA_Tooltip_Ability_item_devastator_Description"                         "<h1>Active: Path of Destruction</h1> Shoots out a wave that slows enemies by %devastator_movespeed_reduction%%% for %devastator_movespeed_reduction_duration% seconds and reduces their armor by %devastator_armor_reduction% for %devastator_armor_reduction_duration% seconds. Enemies hit will be affected by an instant attack that cannot miss.<br><br>Distance: %devastator_distance%\n<h1>Passive: Desolator</h1> Your attacks reduce the target's armor by %corruption_armor% for %corruption_duration% seconds."
"DOTA_Tooltip_Ability_item_devastator_Lore"                                "His fury focused, carving his way through entire armies."
"DOTA_Tooltip_Ability_item_devastator_Note0"                               "Path of Destruction armor reduction doesn't stack with Desolator armor reduction!"
"DOTA_Tooltip_Ability_item_devastator_bonus_damage"                        "+$damage"

"Dota_Tooltip_Modifier_item_devastator_corruption_armor"                   "Desolator"
"Dota_Tooltip_Modifier_item_devastator_corruption_armor_Description"       "Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"Dota_Tooltip_Modifier_item_devastator_reduce_armor"                       "Devastated Armor"
"Dota_Tooltip_Modifier_item_devastator_reduce_armor_Description"           "Armor reduced by %dMODIFIER_PROPERTY_PHYSICAL_ARMOR_BONUS%."
"Dota_Tooltip_Modifier_item_devastator_slow_movespeed"                     "Devastated Movement"
"Dota_Tooltip_Modifier_item_devastator_slow_movespeed_Description"         "Movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_ability_item_recipe_custom_diffusal_blade"                        "Recipe for Diffusal Blade"
		"DOTA_Tooltip_ability_item_recipe_custom_diffusal_blade_Description"            ""

		"DOTA_Tooltip_ability_item_custom_diffusal_blade"                               "Diffusal Blade"
		"DOTA_Tooltip_ability_item_custom_diffusal_blade_Description"                   "<h1>Active: Purge</h1> If cast on an enemy, removes buffs and slows it for 100%% for %purge_slow_duration% seconds. If cast on an ally, removes most debuffs. Destroys enemy summoned units and illusions.\n<h1>Passive: Mana Break</h1> Each attack burns %mana_burn% mana from the target, and deals the same amount in physical damage. <br><br>Burns %mana_burn_illusion_melee% mana per attack from melee illusions and %mana_burn_illusion_ranged% mana per attack from ranged illusions.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>"
		"DOTA_Tooltip_ability_item_custom_diffusal_blade_Lore"							"An enchanted blade that allows the user to cut straight into the enemy's soul."
		"DOTA_Tooltip_ability_item_custom_diffusal_blade_Note0"                         "Doesn't kill spell immune units and illusions!"
		"DOTA_Tooltip_ability_item_custom_diffusal_blade_bonus_agi"                     "+$agi"
		"DOTA_Tooltip_ability_item_custom_diffusal_blade_bonus_int"                     "+$int"
		
		"DOTA_Tooltip_item_modifier_custom_purged_enemy_hero"                           "Purged"
		"DOTA_Tooltip_item_modifier_custom_purged_enemy_hero_Description"               "Dispelled and movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%."

		"DOTA_Tooltip_item_modifier_custom_purged_enemy_creep"                          "Purged"
		"DOTA_Tooltip_item_modifier_custom_purged_enemy_creep_Description"              "Rooted."

		"DOTA_Tooltip_ability_item_recipe_drum_of_vitality"                     "Recipe for Drum Of Vitality"
		"DOTA_Tooltip_ability_item_recipe_drum_of_vitality_Description"         ""

		"DOTA_Tooltip_ability_item_drum_of_vitality"                            "Drum Of Vitality"
		"DOTA_Tooltip_ability_item_drum_of_vitality_Description"                "<h1>Active: Health Restore</h1> Instantly restores %heal% HP."
		"DOTA_Tooltip_ability_item_drum_of_vitality_Lore"                       "The ethereal flames from the ever-burning ruins of Kindertree ignite across realities."
		"DOTA_Tooltip_ability_item_drum_of_vitality_bonus_str"                  "+$str"
		"DOTA_Tooltip_ability_item_drum_of_vitality_bonus_agi"                  "+$agi"
		"DOTA_Tooltip_ability_item_drum_of_vitality_bonus_int"                  "+$int"
		"DOTA_Tooltip_ability_item_drum_of_vitality_bonus_dmg"                  "+$damage"
		"DOTA_Tooltip_ability_item_drum_of_vitality_bonus_hp_regen"             "+$hp_regen"
        "DOTA_Tooltip_ability_item_drum_of_vitality_bonus_magic_resistance"     "%+$spell_resist"
//=============================================================================
// Enrage Crystal
//=============================================================================

"DOTA_Tooltip_Ability_item_enrage_crystal"                                          "Enrage Crystal"
"DOTA_Tooltip_Ability_item_recipe_enrage_crystal"                                   "Enrage Crystal Recipe"
"DOTA_Tooltip_Ability_item_enrage_crystal_Description"                              "<h1>Active: Hatred</h1> Removes most debuffs and stuns from the caster. Can be used while stunned but not while hexed or muted.<br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Strong Dispel</span>"
"DOTA_Tooltip_Ability_item_enrage_crystal_Lore"                                     "A crystal full of rage."
"DOTA_Tooltip_Ability_item_enrage_crystal_bonus_strength"                           "+$str"
"DOTA_Tooltip_Ability_item_enrage_crystal_bonus_damage"                             "+$damage"
"DOTA_Tooltip_Ability_item_enrage_crystal_bonus_status_resist"                      "%+Status Resistance"
"DOTA_Tooltip_Ability_item_enrage_crystal_hp_regen_amp"                             "%+Health Regen Amp"
"DOTA_Tooltip_Ability_item_enrage_crystal_lifesteal_amp"                            "%+Lifesteal Amp"
//========================================================================
// Heart of Tarrasque
//========================================================================

"DOTA_Tooltip_Ability_item_custom_heart"                     "Heart of Tarrasque"
"DOTA_Tooltip_Ability_item_recipe_custom_heart"              "Heart of Tarrasque Recipe"
"DOTA_Tooltip_Ability_item_custom_heart_Description"         "<h1>Active: Havoc</h1> Grants %buff_bonus_strength% Strength and %buff_bonus_base_damage% base damage to yourself for %buff_duration% seconds. Upon activation, knocks back enemies in %radius% range around you, dealing %nuke_base_dmg% + %nuke_str_dmg%x your str as magical damage."
"DOTA_Tooltip_Ability_item_custom_heart_Lore"                "Preserved heart of an extinct monster, it bolsters the bearer's fortitude"
"DOTA_Tooltip_Ability_item_custom_heart_bonus_strength"      "+$str"
"DOTA_Tooltip_Ability_item_custom_heart_bonus_health"        "+$health"
"DOTA_Tooltip_Ability_item_custom_heart_health_regen_pct"    "%+Max Health Regen"

"DOTA_Tooltip_modifier_item_custom_heart_active"                   "Heart's Full Potential"
"DOTA_Tooltip_modifier_item_custom_heart_active_Description"       "Bonus strength and bonus base damage."

		"DOTA_Tooltip_ability_item_recipe_infused_robe"                         "Recipe for Infused Robe"
		"DOTA_Tooltip_ability_item_recipe_infused_robe_Description"             ""
		
		"DOTA_Tooltip_ability_item_infused_robe"                                "Infused Robe"
		"DOTA_Tooltip_ability_item_infused_robe_Description"                    "<h1>Active: Divine Barrier</h1> Creates an anti-damage shell that absorbs up to %barrier_block% damage. Lasts %barrier_duration% seconds.\n<h1>Passive: Superior Damage Block</h1> Grants a %passive_attack_damage_block_chance%%% chance to block %passive_attack_damage_block_melee% damage from incoming attacks on melee heroes, and %passive_attack_damage_block_ranged% damage on ranged. And %passive_spell_damage_block_chance%%% chance to block %passive_spell_damage_block% damage from spells."
		"DOTA_Tooltip_ability_item_infused_robe_Note0"                          "Stacks multiplicatively with other sources of magic resistance."
		"DOTA_Tooltip_ability_item_infused_robe_Note1"							"Shares cooldown with Hood of Defiance."
		"DOTA_Tooltip_ability_item_infused_robe_Note2"							"Superior Damage Block for spells blocks spell damage of any damage type after reductions."
		"DOTA_Tooltip_ability_item_infused_robe_Note3"							"Multiple sources of Superior Damage Block don't stack. But Superior Damage Block stacks with normal Damage Block."
		"DOTA_Tooltip_ability_item_infused_robe_Note4"							"Superior Damage Block doesn't block self damage!"
		"DOTA_Tooltip_ability_item_infused_robe_Lore"                           "A robe meant to be weared by anyone to protect against lowsy spells."
		"DOTA_Tooltip_ability_item_infused_robe_bonus_magic_resist"             "%+$spell_resist"
		"DOTA_Tooltip_ability_item_infused_robe_bonus_hp_regen"                 "+$hp_regen"
		"DOTA_Tooltip_ability_item_infused_robe_bonus_hp"                       "+$health"
		"DOTA_Tooltip_ability_item_infused_robe_bonus_mana_regen"               "+$mana_regen"
		
		"DOTA_Tooltip_modifier_infused_robe_damage_barrier"                     "Divine Barrier"
		"DOTA_Tooltip_modifier_infused_robe_damage_barrier_Description"         "A shield that absorbs damage."

		"DOTA_Tooltip_ability_item_recipe_custom_magus_cloak"                   "Recipe for Magus Cloak"
		"DOTA_Tooltip_ability_item_recipe_custom_magus_cloak_Description"       ""

		"DOTA_Tooltip_ability_item_custom_magus_cloak"                          "Magus Cloak"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_Description"              "Increases all outgoing spell damage and cast range."
		"DOTA_Tooltip_ability_item_custom_magus_cloak_Lore"                     "The cloak of a powerful mage."
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_intellect"          "+$int"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_agility"            "+$agi"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_strength"           "+$str"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_damage"             "+$damage"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_mana_regen"         "+$mana_regen"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_spell_amp"          "%+Spell Amplification"
		"DOTA_Tooltip_ability_item_custom_magus_cloak_bonus_cast_range"         "+$cast_range"
		

		"DOTA_Tooltip_ability_item_recipe_custom_mask_of_madness"                       "Recipe for Mask Of Madness"
		"DOTA_Tooltip_ability_item_recipe_custom_mask_of_madness_Description"           ""

		"DOTA_Tooltip_ability_item_custom_mask_of_madness"                              "Mask of Madness"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_Description"                  "<h1>Active: Berserk</h1> Gives %berserk_bonus_attack_speed% attack speed, percentage bonus attack damage and percentage bonus movement speed, but makes you take extra physical damage and silences you only if you are melee. Bonuses are different for melee and ranged heroes.\n<h1>Passive: Lifesteal</h1> Heals the attacker for a percentage of attack damage dealt."
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_Note0"                        "Mask of Madness has slightly different effects on melee and ranged heroes."
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_Lore"                         "Once this mask is worn, its bearer becomes an uncontrollable aggressive force."
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_bonus_dmg"                    "+$damage"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_bonus_attack_speed"			"+$attack"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_lifesteal_percent_melee"      "%LIFESTEAL (MELEE):"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_lifesteal_percent_ranged"     "%LIFESTEAL (RANGED):"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_bonus_move_speed_melee"       "%BERSERK BONUS MOVE SPEED (MELEE):"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_bonus_move_speed_ranged"      "%BERSERK BONUS MOVE SPEED (RANGED):"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_bonus_attack_damage_melee"    "%BERSERK BONUS ATTACK DAMAGE (MELEE):"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_bonus_attack_damage_ranged"   "%BERSERK BONUS ATTACK DAMAGE (RANGED):"
		"DOTA_Tooltip_ability_item_custom_mask_of_madness_duration"                     "BERSERK DURATION:"
		
		"DOTA_Tooltip_modifier_item_custom_berserk_melee"                               "Berserk (Melee)"
		"DOTA_Tooltip_modifier_item_custom_berserk_melee_Description"                   "Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack damage increased by %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% but silenced and taking %dMODIFIER_PROPERTY_INCOMING_PHYSICAL_DAMAGE_PERCENTAGE%%% extra physical damage."

		"DOTA_Tooltip_modifier_item_custom_berserk_ranged"                              "Berserk (Ranged)"
		"DOTA_Tooltip_modifier_item_custom_berserk_ranged_Description"                  "Attack speed increased by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%, movement speed increased by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%% and attack damage increased by %dMODIFIER_PROPERTY_DAMAGEOUTGOING_PERCENTAGE%%% but taking %dMODIFIER_PROPERTY_INCOMING_PHYSICAL_DAMAGE_PERCENTAGE%%% extra physical damage."

		"DOTA_Tooltip_ability_item_recipe_master_staff"                         "Recipe for Master Staff"
		"DOTA_Tooltip_ability_item_recipe_master_staff_Description"             ""
		
		"DOTA_Tooltip_ability_item_master_staff"                                "Master Staff"
		"DOTA_Tooltip_ability_item_master_staff_Description"                    "<h1>Active: Master Mute</h1> Dispels and mutes the hero for %mute_duration% seconds. It also disables target's inventory (disables item dropping, item selling and item passive bonuses). Instantly destroys illusions.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>"
		"DOTA_Tooltip_ability_item_master_staff_Note0"                          ""
		"DOTA_Tooltip_ability_item_master_staff_Lore"                           "The most powerful staff that disables enemy items."
		"DOTA_Tooltip_ability_item_master_staff_bonus_str"                      "+$str"
		"DOTA_Tooltip_ability_item_master_staff_bonus_armor"                    "+$armor"
		"DOTA_Tooltip_ability_item_master_staff_bonus_hp_regen" 				"+$hp_regen"
		"DOTA_Tooltip_ability_item_master_staff_bonus_int"                      "+$int"
		"DOTA_Tooltip_ability_item_master_staff_bonus_dmg"                      "+$damage"
		
		"DOTA_Tooltip_modifier_item_master_staff_muted"                         "Master Mute"
		"DOTA_Tooltip_modifier_item_master_staff_muted_Description"             "Muted. Cannot benefit from item passives."

		"DOTA_Tooltip_ability_item_recipe_mystic_booster"                       "Recipe for Mystic Booster"
		"DOTA_Tooltip_ability_item_recipe_mystic_booster_Description"           ""

		"DOTA_Tooltip_ability_item_mystic_booster"                              "Mystic Booster"
		"DOTA_Tooltip_ability_item_mystic_booster_Description"                  ""
		"DOTA_Tooltip_ability_item_mystic_booster_Lore"                         "Reaver combined with Mystic Staff."
		"DOTA_Tooltip_ability_item_mystic_booster_bonus_str"                    "+$str"
		"DOTA_Tooltip_ability_item_mystic_booster_bonus_int"                    "+$int"
		"DOTA_Tooltip_ability_item_mystic_booster_bonus_dmg"                    "+$damage"

		"DOTA_Tooltip_ability_item_recipe_null_talisman_old"                     "Recipe for Old Null Talisman"
		"DOTA_Tooltip_ability_item_recipe_null_talisman_old_Description"         ""

		"DOTA_Tooltip_ability_item_null_talisman_old"                            "Old Null Talisman"
		"DOTA_Tooltip_ability_item_null_talisman_old_Description"                ""
		"DOTA_Tooltip_ability_item_null_talisman_old_Lore"                       "Talisman"
		"DOTA_Tooltip_ability_item_null_talisman_old_bonus_intellect"            "+$int"
		"DOTA_Tooltip_ability_item_null_talisman_old_bonus_strength"             "+$str"
		"DOTA_Tooltip_ability_item_null_talisman_old_bonus_agility"              "+$agi"

		"DOTA_Tooltip_ability_item_recipe_orb_of_reflection"                       	"Recipe Orb Of Reflection"
		"DOTA_Tooltip_ability_item_recipe_orb_of_reflection_Description"            ""

		"DOTA_Tooltip_ability_item_orb_of_reflection"                               "Orb Of Reflection"
		"DOTA_Tooltip_ability_item_orb_of_reflection_Description"                   "<h1>Active: Mirror Shield</h1>For %reflect_duration% seconds, reflects most targeted spells back to their caster and duplicates any damage taken back to the unit that dealt the damage as Pure damage. Dispels negative buffs when activated.\n<h1>Passive: Damage Return</h1> Returns %passive_damage_return%%% of the damage taken back to the unit that dealt the damage.<br><br>Dispel Type: <span class=\"GameplayValues GameplayVariable\">Basic Dispel</span>"
		"DOTA_Tooltip_ability_item_orb_of_reflection_Note0"                         "Passive Returned damage type is the same as the original damage."
		"DOTA_Tooltip_ability_item_orb_of_reflection_Note1"                         "Mirror Shield damage is Pure and calculated before reductions."
		"DOTA_Tooltip_ability_item_orb_of_reflection_Note2"                         "Orb of Reflection doesn't return/reflect damage from other Blademails or Orbs of Reflection."
		"DOTA_Tooltip_ability_item_orb_of_reflection_Note3"   						"Mirror Shield damage pierces Spell Immunity."
		"DOTA_Tooltip_ability_item_orb_of_reflection_Note4"   						"Shares cooldown with Blade Mail."
		"DOTA_Tooltip_ability_item_orb_of_reflection_Lore"                          "An orb that reflects everything, even the universe."
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_dmg"                     "+$damage"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_armor"                   "+$armor"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_str"                     "+$str"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_agi"                     "+$agi"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_int"                     "+$int"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_hp_regen"                "+$hp_regen"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_mana_regen"              "+$mana_regen"
		"DOTA_Tooltip_ability_item_orb_of_reflection_bonus_mana"                    "+$mana"

		"DOTA_Tooltip_modifier_item_orb_of_reflection_active_reflect"               "Mirror Shield"
		"DOTA_Tooltip_modifier_item_orb_of_reflection_active_reflect_Description"	"Returns damage taken before reductions as Pure damage."

		"DOTA_Tooltip_ability_item_recipe_custom_poor_mans_shield"                   "Recipe for Poor Man's Shield"
		"DOTA_Tooltip_ability_item_recipe_custom_poor_mans_shield_Description"       ""

		"DOTA_Tooltip_ability_item_custom_poor_mans_shield"                          "Poor Man's Shield"
		"DOTA_Tooltip_ability_item_custom_poor_mans_shield_Description"              "<h1>Passive: Damage Block</h1>Gives a %block_chance%%% chance to block %damage_block_melee% damage from incoming attacks on melee heroes, and %damage_block_ranged% damage on ranged."
		"DOTA_Tooltip_ability_item_custom_poor_mans_shield_Lore"                     "A busted old shield that seems to block more than it should."
		"DOTA_Tooltip_ability_item_custom_poor_mans_shield_bonus_agility"            "+$agi"
//=====================================================================================
// Pull Staff
//=====================================================================================

"DOTA_Tooltip_Ability_item_pull_staff"                                  "Pull Staff"
"DOTA_Tooltip_Ability_item_recipe_pull_staff"                           "Pull Staff Recipe"
"DOTA_Tooltip_Ability_item_pull_staff_Description"                      "<h1>Active: Echo Pull</h1> Pulls any target unit up to %distance% units towards you. Slows enemies briefly.<br><br>Range: %tooltip_range%\n<h1>Passive: Echo Strike</h1> Causes melee attacks to attack twice in quick succession. The double attacks apply a 100%% movement slow and 100 attack speed slow for %echo_strike_slow_duration% seconds on each strike.<br>Cooldown: %echo_strike_cooldown% seconds."
"DOTA_Tooltip_Ability_item_pull_staff_Lore"                             "A Keen Folk invention, used in hunting to pull-in fleeing animals and prey."
"DOTA_Tooltip_Ability_item_pull_staff_Note0"                            "Pull Staff stops channeling."
"DOTA_Tooltip_Ability_item_pull_staff_Note1"                            "Casting on self pulls you backwards."
"DOTA_Tooltip_Ability_item_pull_staff_bonus_damage"                     "+$damage"
"DOTA_Tooltip_Ability_item_pull_staff_bonus_strength"                   "+$str"
"DOTA_Tooltip_Ability_item_pull_staff_bonus_intellect"                  "+$int"
"DOTA_Tooltip_Ability_item_pull_staff_bonus_attack_speed"               "+$attack"
"DOTA_Tooltip_Ability_item_pull_staff_bonus_mana_regen"                 "+$mana_regen"
"DOTA_Tooltip_Ability_item_pull_staff_bonus_armor"                      "+$armor"
"DOTA_Tooltip_Ability_item_pull_staff_bonus_health_regen"               "+$hp_regen"

"custom_hud_error_pull_staff_black_hole"                                "Ability Can't Target Units in Black Hole"
"custom_hud_error_pull_staff_chronosphere"                              "Ability Can't Target Units in Chronosphere"
"custom_hud_error_pull_staff_duel"                                      "Ability Can't Target Dueling Heroes"
"custom_hud_error_pull_staff_lasso"                                     "Ability Can't Target Lassoed Units"
"custom_hud_error_pull_staff_kinetic_field"                             "Ability Can't Target Units in Kinetic Field"

"DOTA_Tooltip_modifier_pull_staff_echo_strike_slow"                     "Echo Slow"
"DOTA_Tooltip_modifier_pull_staff_echo_strike_slow_Description"         "Movement speed reduced by 100%% and attack speed reduced by 100."

		"DOTA_Tooltip_ability_item_recipe_custom_ring_of_aquila"                   "Recipe for Ring of Aquila"
		"DOTA_Tooltip_ability_item_recipe_custom_ring_of_aquila_Description"       ""

		"DOTA_Tooltip_ability_item_custom_ring_of_aquila"                          "Ring of Aquila"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_Description"              ""
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_Lore"                     "The ring of the fallen Warlord Aquila continues to support armies in battle."
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_intellect"          "+$int"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_agility"            "+$agi"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_strength"           "+$str"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_armor"              "+$armor"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_damage"             "+$damage"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_attack_speed"       "+$attack"
		"DOTA_Tooltip_ability_item_custom_ring_of_aquila_bonus_mana_regen"         "+$mana_regen"

		"DOTA_Tooltip_ability_item_recipe_custom_rod_of_atos"                   "Recipe for Rod Of Atos"
		"DOTA_Tooltip_ability_item_recipe_custom_rod_of_atos_Description"       ""

		"DOTA_Tooltip_ability_item_custom_rod_of_atos"                          "Rod Of Atos"
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_Description"              "<h1>Active: Cripple</h1> Roots, slows target's attack speed and disables healing. Deals 50 pure damage."
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_Lore"						"Atos, the Lord of Blight, has his essence stored in this deceptively simple wand."
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_bonus_int"                "+$int"
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_bonus_agi"                "+$agi"
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_bonus_str"                "+$str"
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_bonus_health"             "+$health"
		//"DOTA_Tooltip_ability_item_custom_rod_of_atos_move_speed_slow"          "%CRIPPLE MOVE SPEED SLOW:"
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_attack_speed_slow"        "CRIPPLE ATTACK SPEED SLOW:"
		"DOTA_Tooltip_ability_item_custom_rod_of_atos_duration"                 "CRIPPLE DURATION:"
		
		"DOTA_Tooltip_item_modifier_custom_rod_of_atos_crippled"                "Crippled"
		"DOTA_Tooltip_item_modifier_custom_rod_of_atos_crippled_Description"    "Rooted, disabled healing, attack speed reduced by %dMODIFIER_PROPERTY_ATTACKSPEED_BONUS_CONSTANT%."// movement speed reduced by %dMODIFIER_PROPERTY_MOVESPEED_BONUS_PERCENTAGE%%%
//==================================================================
// Old Scythe of Vyse
//==================================================================

"DOTA_Tooltip_Ability_item_sheepstick_old"                      "Old Scythe of Vyse"
"DOTA_Tooltip_Ability_item_recipe_sheepstick_old"               "Old Scythe of Vyse Recipe"
"DOTA_Tooltip_ability_item_sheepstick_old_Description"          "<h1>Active: Greater Hex</h1>Turns a target unit into a harmless critter for %hex_duration% seconds. Unit affected by Greater Hex is hexed, have disabled passive abilities, disabled damage block and disabled evasion.<br>Instantly destroys illusions.<br><br>Range: %abilitycastrange%"
"DOTA_Tooltip_ability_item_sheepstick_old_Note0"                "Greater Hex can be dispelled with Strong Dispel."
"DOTA_Tooltip_ability_item_sheepstick_old_Lore"                 "The most guarded relic among the cult of Vyse, it is the most coveted weapon among magi."
"DOTA_Tooltip_Ability_item_sheepstick_old_bonus_damage"         "+$damage"
"DOTA_Tooltip_Ability_item_sheepstick_old_bonus_attack_speed"   "+$attack"
"DOTA_Tooltip_ability_item_sheepstick_old_bonus_strength"       "+$str"
"DOTA_Tooltip_ability_item_sheepstick_old_bonus_agility"        "+$agi"
"DOTA_Tooltip_ability_item_sheepstick_old_bonus_intellect"      "+$int"
"DOTA_Tooltip_ability_item_sheepstick_old_bonus_mana_regen"     "+$mana_regen"

"DOTA_Tooltip_modifier_item_old_hex"                            "Greater Hex"
"DOTA_Tooltip_modifier_item_old_hex_Description"                "Hexed, disabled passives, disabled evasion and disabled damage block."

		"DOTA_Tooltip_ability_item_recipe_custom_slippers_of_halcyon"                   "Recipe Slippers Of Halcyon"
		"DOTA_Tooltip_ability_item_recipe_custom_slippers_of_halcyon_Description"       ""

		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon"							"Slippers of Halcyon"
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_Description"				"<h1>Active: Meditate</h1> Causes healing over time for all friendly units in the area."
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_Lore"                     "Halcyon was a healing god."
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_bonus_movement"			"%+$move_speed"
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_bonus_hp"					"+$health"
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_bonus_hp_regen"			"+$hp_regen"
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_radius"					"RADIUS:"
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_hp_per_second_tooltip"	"HEAL PER SECOND:"
		"DOTA_Tooltip_ability_item_custom_slippers_of_halcyon_duration"					"DURATION:"
		
		"DOTA_Tooltip_modifier_slippers_of_halcyon_caster"								"Slippers of Halcyon"
		"DOTA_Tooltip_modifier_slippers_of_halcyon_caster_Description"					"Healing friendly units in a radius."
//=============================================================================
// Sonic
//=============================================================================

"DOTA_Tooltip_Ability_item_sonic"                              "Sonic"
"DOTA_Tooltip_Ability_item_recipe_sonic"                       "Sonic"
"DOTA_Tooltip_Ability_item_sonic_Description"                  "<h1>Active: Sonic Flight</h1> Grants flying movement and %active_speed_bonus%%% bonus movement speed, makes you unslowable (move speed and attack speed slows have no effect), unrootable and unleashable. Removes movement speed limit and attack speed limit. Lasts %duration% seconds."
"DOTA_Tooltip_Ability_item_sonic_Note0"                        "Spells and items that apply roots, leashes and slows still apply their secondary effects if they have them (e.g. damage, disarm, reveal etc.)"
"DOTA_Tooltip_Ability_item_sonic_bonus_movement_speed"         "+$move_speed"
"DOTA_Tooltip_Ability_item_sonic_bonus_attack_speed"           "+$attack"
"DOTA_Tooltip_Ability_item_sonic_bonus_agility"                "+$agi"
"DOTA_Tooltip_Ability_item_sonic_Lore"                         "Mask of some hedgehog that moved faster than light."

"dota_tooltip_modifier_item_sonic_active"                      "Sonic Flight"
"dota_tooltip_modifier_item_sonic_active_Description"          "Flying, unslowable, unrootable, unleashable and bonus movement speed."

		"DOTA_Tooltip_ability_item_soul_gem"                                   	"Soul Gem"
		"DOTA_Tooltip_ability_item_soul_gem_Description"                        ""
